id,pos_variation,tweet,score
1,Wearing a Face Mask,Ready for #coronavirus HTTPURL,0.40928453
1,Wearing a Face Mask,Avoid touching your face ! #COVID19 HTTPURL,0.4092485
1,Wearing a Face Mask,It 's a cold . #Coronavirus,0.40887213
1,Wearing a Face Mask,I miss sports #coronavirus,0.40886658
1,Wearing a Face Mask,How am I supposed to give my homie a goodnight kiss wearing a face mask . Thanks #COVID__19 #coronavirus,0.40769884
1,Wearing a Face Mask,PLEASE STAY AT HOME #COVID19 HTTPURL,0.40766835
1,Wearing a Face Mask,Stay safe . #CoronaOutbreak,0.40722758
1,Wearing a Face Mask,Stay safe everyone #COVID19 HTTPURL,0.4068611
1,Wearing a Face Mask,The #coronavirus is a form of biological warfare from China,0.40553358
1,Wearing a Face Mask,God help us . #Coronavirus,0.4054543
1,Wearing a Face Mask,Mood ... #Covid_19 HTTPURL,0.40533412
1,Wearing a Face Mask,This is a great read . #Covid19 HTTPURL,0.40479442
1,Wearing a Face Mask,Everyone is a #coronavirus expert :face_with_tears_of_joy:,0.40463033
1,Wearing a Face Mask,It 's not looking good at all :sleepy_face: #coronavirus,0.40440133
1,Wearing a Face Mask,#Covid_19 2020 is worst year :worried_face:,0.4039841
1,Wearing a Face Mask,How to stop #coronavirus HTTPURL,0.40367258
1,Wearing a Face Mask,Day 8 of Quarantine #COVID19 HTTPURL,0.40343395
1,Wearing a Face Mask,Remember this and always wear a #facemask :face_with_medical_mask: Be safe ! #coronavirus #mumbai HTTPURL,0.40289915
1,Wearing a Face Mask,Be safe guys #BeSafe #Covid_19 HTTPURL,0.40252218
1,Wearing a Face Mask,Stay safe everyone #Covid_19,0.40243682
1,Wearing a Face Mask,Just a thought #COVID19 #Coronavirus #UKLockdown HTTPURL,0.40209094
1,Wearing a Face Mask,Wear a mask it 's not hard #WearAMask #WearADamnMask #coronavirus #CovidUSA,0.4014241
1,Wearing a Face Mask,#Covid19 #social #distancing in place ! HTTPURL,0.4009708
1,Wearing a Face Mask,Does an old oak tree offer an appropriate design for a #Covid19 face mask ? HTTPURL,0.40051067
1,Wearing a Face Mask,Mood after #Coronavirus is over HTTPURL,0.3995654
1,Wearing a Face Mask,Stay home Stay safe #Covid19 HTTPURL,0.39951682
1,Wearing a Face Mask,Life goes on #corona HTTPURL,0.39938256
1,Wearing a Face Mask,"#Covid_19 , I rest my case HTTPURL",0.39919096
1,Wearing a Face Mask,"1918 , Spanish Flu .  Wear a mask or go to jail  #Covid_19 HTTPURL",0.39904654
1,Wearing a Face Mask,Mood #Covid_19 HTTPURL,0.3987937
1,Wearing a Face Mask,Stay safe out there #CoronaOutbreak HTTPURL,0.3987512
1,Wearing a Face Mask,It 's confirmed I have #coronavirus :sneezing_face: :face_with_medical_mask: HTTPURL,0.3986458
1,Wearing a Face Mask,Nobody cares #Coronavirus,0.39860716
1,Wearing a Face Mask,So happy my dog can't get #coronavirus,0.3984591
1,Wearing a Face Mask,So scary #Coronavirus,0.39837366
1,Wearing a Face Mask,#Coronavirus A sign of the times . HTTPURL,0.3983614
1,Wearing a Face Mask,Stay at home guys keep safe #coronavirus,0.39820966
1,Wearing a Face Mask,MOOD :face_with_rolling_eyes: #Corona #COVID19 HTTPURL,0.39782104
1,Wearing a Face Mask,"If I can wear this all day , I do n't understand why wearing a cloth mask into a store is such a problem #MaskUp #COVID19 HTTPURL",0.3977064
1,Wearing a Face Mask,No one better complain when we go back into a serious lockdown again because YOU REFUSED TO WEAR A MASK AND SOCIAL DISTANCE #COVID19,0.3973716
1,Wearing a Face Mask,#Covid_19 May God help us all ! ! ! HTTPURL,0.39707002
1,Wearing a Face Mask,i 'll leave this here #CoronavirusOutbreak HTTPURL,0.39670837
1,Wearing a Face Mask,Always make sure your face mask covers both your nose and mouth #COVID19,0.39651448
1,Wearing a Face Mask,What a time to be alive ... #CoronaOutbreak,0.3964624
1,Wearing a Face Mask,If 2020 was a person #COVIDー19 #coronavirus HTTPURL,0.39641994
1,Wearing a Face Mask,Your daily #COVID19 reminder : HTTPURL,0.39627483
1,Wearing a Face Mask,It be like that #coronavirus HTTPURL,0.39626512
2,Keeping Schools Closed,Why are the schools still open in Australia #Coronavirus,0.47971538
2,Keeping Schools Closed,#Coronavirus Stay Safe,0.45424742
2,Keeping Schools Closed,Stay home #Coronavirus,0.45022175
2,Keeping Schools Closed,OPEN THE SCHOOLS ! ! ! @USER #COVID19,0.43477193
2,Keeping Schools Closed,"Our schools are closed now for good , no graduations , sad . #COVID19",0.434115
2,Keeping Schools Closed,#Coronavirus be safe,0.4202323
2,Keeping Schools Closed,"Meanwhile , UK gov't keeps schools open until further notice #Covid_19",0.41537607
2,Keeping Schools Closed,Nobody cares #Coronavirus,0.4081249
2,Keeping Schools Closed,Stay at home guys keep safe #coronavirus,0.40805998
2,Keeping Schools Closed,Overreacting get me back to school #Coronavirus,0.4070396
2,Keeping Schools Closed,@USER Open Schools when it is SAFE . Period . #coronavirus,0.40421543
2,Keeping Schools Closed,So scary #Coronavirus,0.40366343
2,Keeping Schools Closed,Stay safe everyone #Covid_19,0.40081736
2,Keeping Schools Closed,Getting snacks #covid19 HTTPURL,0.40024504
2,Keeping Schools Closed,#texas shutting down again due to #COVID19,0.39793536
2,Keeping Schools Closed,#Coronavirus in care homes ? HTTPURL,0.3940581
2,Keeping Schools Closed,So are the schools closing or not #coronavirus is ending me mentally,0.39250377
2,Keeping Schools Closed,Be safe stay safe #corona,0.39183795
2,Keeping Schools Closed,I miss sports #coronavirus,0.39132002
2,Keeping Schools Closed,Why Masks ? #COVID19 HTTPURL,0.3908927
2,Keeping Schools Closed,What a waste #coronavirus,0.3895793
2,Keeping Schools Closed,Prayers only n staying at home #Coronavirus,0.38957816
2,Keeping Schools Closed,#COVID19 3 more weeks & counting HTTPURL,0.38893333
2,Keeping Schools Closed,Staying home saves lives #StayHome #COVID19,0.38681334
2,Keeping Schools Closed,new normal #COVID19 HTTPURL,0.38503873
2,Keeping Schools Closed,Stay safe everyone #COVID19 HTTPURL,0.38443255
2,Keeping Schools Closed,@USER And they want our kids to go back to school #Covid,0.38336322
2,Keeping Schools Closed,Some schools in Quebec open today #CCPvirus #COVID19 HTTPURL,0.38255712
2,Keeping Schools Closed, Whatever it takes  #coronavirus,0.38140702
2,Keeping Schools Closed,All primary schools closed in Let till further orders #Coronavirus,0.38096446
2,Keeping Schools Closed,We are help #coronavirus,0.380924
2,Keeping Schools Closed,Isolation is key . #Coronavirus,0.38029125
2,Keeping Schools Closed,They are trying to kill us .. stay inside #Coronavirus,0.37955058
2,Keeping Schools Closed,No masks = stay closed until a vaccine available . #WeAreDoneDying #covid19 HTTPURL,0.37950462
2,Keeping Schools Closed,Even more perspective . #coronavirus HTTPURL,0.37924126
2,Keeping Schools Closed,#Coronavirus share please,0.3787222
2,Keeping Schools Closed,"#ImpeachTrumpAgain Keep kids at home from schools , we need to keep or kids and staff safe . #COVID19 #Trumpdemic",0.378721
2,Keeping Schools Closed,Stay the fuck at home #COVID19 HTTPURL,0.37849006
2,Keeping Schools Closed,Framework for reopening schools HTTPURL #Covid_19 #education #future,0.3774132
2,Keeping Schools Closed,CMO : close to 9 schools closed so far . #COVID19,0.3770945
2,Keeping Schools Closed,Stay home Stay safe #Covid19 HTTPURL,0.37560162
2,Keeping Schools Closed,Looking at options for the fall when the kids go back to school #covid19 HTTPURL,0.3752132
2,Keeping Schools Closed,Truth ! #coronavirus HTTPURL,0.37416238
2,Keeping Schools Closed,Truth ! #coronavirus HTTPURL,0.37416238
2,Keeping Schools Closed,At least the horses are running #coronavirus,0.37415627
2,Keeping Schools Closed,Social Distancing #COVID19 HTTPURL,0.37365276
2,Keeping Schools Closed,Your daily #COVID19 reminder : HTTPURL,0.3736145
2,Keeping Schools Closed,Keeping the retailers honest . #COVID19 HTTPURL,0.37330177
2,Keeping Schools Closed,#Immigration #covid19 We are all in this together HTTPURL,0.37294662
2,Keeping Schools Closed,Wait fuck that #coronavirus,0.37290195
2,Keeping Schools Closed,Stay safe . #CoronaOutbreak,0.37283322
2,Keeping Schools Closed,Hot boys and girls are safe #Coronavirus,0.37220636
2,Keeping Schools Closed,#Corona is not fake,0.37201864
2,Keeping Schools Closed,Stay home and keep your families safe ! #coronavirus #staysafe HTTPURL,0.371934
2,Keeping Schools Closed,Should schools reopen ? #COVID19 #RemoteLearning #GoBackToSchool,0.37148964
2,Keeping Schools Closed,Is the rush to reopen #schools worth the risk ? #Covid19 #health HTTPURL,0.37133923
2,Keeping Schools Closed,Why have n't schools closed yet ? ? Least proactive government amid the #CoronavirusOutbreak,0.3709094
2,Keeping Schools Closed,"@USER Man , fuck this book ! Close your schools ! #coronavirus",0.3708671
2,Keeping Schools Closed,Asian lives matter #coronavirus,0.37019902
2,Keeping Schools Closed,Teachers demand explanation on why schools must remain open HTTPURL #Teachers #Education #Schools #CoronaVirus,0.36972207
2,Keeping Schools Closed,"PA #Coronavirus Updates : Cases Double , All Schools Closed HTTPURL",0.36949173
2,Keeping Schools Closed,PLEASE STAY AT HOME #COVID19 HTTPURL,0.36932936
2,Keeping Schools Closed,Some raw facts . #COVID19 HTTPURL,0.36914414
2,Keeping Schools Closed,March back to schools . The economy demands sacrifice . #COVID19 HTTPURL,0.36893472
2,Keeping Schools Closed,When schools reopened but you stick to #homeschooling #lockdown #coronavirus HTTPURL,0.36857024
2,Keeping Schools Closed,Life goes on #corona HTTPURL,0.36835408
2,Keeping Schools Closed,After #Coronavirus China School open ! HTTPURL,0.367757
2,Keeping Schools Closed,Who is so done with #Coronavirus,0.36768654
2,Keeping Schools Closed,. Yeah #Coronavirus,0.3675042
2,Keeping Schools Closed,"Stay safe , my dear friends ! #Corona",0.36721757
2,Keeping Schools Closed,God help us . #Coronavirus,0.36700475
2,Keeping Schools Closed,This part interesting #Coronavirus HTTPURL,0.3665492
2,Keeping Schools Closed,Our Ghanaian borders remain closed until further notice ! #COVID19,0.36621633
2,Keeping Schools Closed,Everyone going #BacktoSchool after quarantine #COVID19 HTTPURL,0.36595434
2,Keeping Schools Closed,Why not #coronavirus HTTPURL,0.3658413
2,Keeping Schools Closed,Happy Sunday #covid19 HTTPURL,0.3653672
2,Keeping Schools Closed,Lock down with my family #coronavirus,0.36523515
2,Keeping Schools Closed,Are you scared of #COVID19,0.36463767
2,Keeping Schools Closed,Why I 'm Still In Quarantine #covid19 #quarantine #notgoingout HTTPURL,0.3645314
2,Keeping Schools Closed,Parents when they hear the schools will stay open #schoolclosures #CoronavirusPandemic #Covid_19 HTTPURL,0.3641523
2,Keeping Schools Closed,Attack China #Coronavirus,0.36412534
2,Keeping Schools Closed,True that ! #CoronaVirus HTTPURL,0.3630206
2,Keeping Schools Closed,Remember to stay safe and wash your hands ! #coronavirus,0.3628904
2,Keeping Schools Closed,Talk is cheap #CoronaVirus HTTPURL,0.36285362
2,Keeping Schools Closed,@USER Those beaches are all closed because of #COVID19,0.36264804
2,Keeping Schools Closed,@USER #Corona free,0.36237848
2,Keeping Schools Closed,"Releasing criminals , locking up innocents #coronavirus",0.3620964
2,Keeping Schools Closed,. EDUCATION IS KNOWLEDGE #coronavirus HTTPURL,0.36180627
2,Keeping Schools Closed,#coronavirus this is lit HTTPURL,0.36156052
2,Keeping Schools Closed,#CoronaVirusUpdate : STAY THE FUCK INSIDE,0.36116531
2,Keeping Schools Closed,They suggest : stay home : #COVID19 HTTPURL,0.36105508
2,Keeping Schools Closed,#COVID19 #2020 # known by everyone,0.36088857
2,Keeping Schools Closed,I am going crazy #Corona,0.36075693
2,Keeping Schools Closed,Saturday at the playground #Covid_19 HTTPURL,0.3607131
2,Keeping Schools Closed,#CoronaVirus Update HTTPURL,0.36062065
2,Keeping Schools Closed,Most workers must #stayHome #CoronaVirusUpdate HTTPURL,0.36058515
2,Keeping Schools Closed,Teachers call for routine #COVID19 testing when the schools go back next week HTTPURL,0.36031613
2,Keeping Schools Closed,When Nature kicks Back #COVID19 HTTPURL,0.36010024
2,Keeping Schools Closed,@USER No gatherings #COVID19,0.359909
2,Keeping Schools Closed,Be safe guys #BeSafe #Covid_19 HTTPURL,0.35964417
3,"Anthony S. Fauci, M.D.",“ The data is real . The models are hypothesis . ” Dr . Anthony Fauci #COVID19 #coronavirus,0.49630028
3,"Anthony S. Fauci, M.D.","The top infectious disease expert in the US , Dr . Anthony S . Fauci , and three other top government doctors are set to testify before the Senate Health Committee on Tuesday . Dr . Fauci will use his time ... HTTPURL #Fauci #Senate #US #COVID-19",0.49209952
3,"Anthony S. Fauci, M.D.",A must see update ! - “ Dr . Anthony Fauci discusses the coronavirus ... ” HTTPURL #COVID19 #pandemic @USER,0.48977348
3,"Anthony S. Fauci, M.D.",Dr . Anthony Fauci Says U . S . ' Obviously ' Could Have Saved Lives by Starting Coronavirus Mitigation Earlier . #coronavirus @USER #drfauci,0.4664474
3,"Anthony S. Fauci, M.D.",I 'm very disappointed with Dr . #Fauci . He needs to stop performing in the White House #coronavirus gaslighting show .,0.45845532
3,"Anthony S. Fauci, M.D.","Everybody should watch this . Thursday 's conversation on the COVID - 19 epidemic between NBA star Stephen Curry and Dr . Anthony Fauci , director of the National Institute of Allergy and Infectious Diseases . HTTPURL #COVID2019 #coronavirus",0.4577707
3,"Anthony S. Fauci, M.D.",“ I believe it will occur . ” Dr . Anthony Fauci tells @USER when she asks at a House heading if a #covid19 vaccine will be a reality .,0.45121148
3,"Anthony S. Fauci, M.D.",Dr . Fauci is a silver fox . #coronavirus,0.4485876
3,"Anthony S. Fauci, M.D.",@USER Thank you Dr Fauci for talking about this ! #COVID19 #NIAID,0.44816718
3,"Anthony S. Fauci, M.D.",@USER Trump keeps going against the top Coronavirus expert in the entire USA . That expert is from the NIH : #AnthonyFauci #DrFauci #Fauci #NIH #FauciFacts #coronavirus #COVID19 HTTPURL,0.447743
3,"Anthony S. Fauci, M.D.",Dr . Anthony Fauci has been sighted on the Today Show this morning . Whew . #COVID19 HTTPURL,0.44250265
3,"Anthony S. Fauci, M.D.",COVID - 19 Update – Anthony Fauci from @USER discusses the latest developments in the global spread of #COVID19 and the SARS-CoV - 2 virus with JAMA Editor Howard Bauchner . #Covid_19 #SARSCoV2 #coronavirus #JAMALive HTTPURL,0.44061965
3,"Anthony S. Fauci, M.D.",Dr . Anthony Fauci is my HERO . PERIOD . #NIH @USER #CDC @USER #Fauci #AnthonyFauci #FauciHearing #FauciIsAHero #DrAnthonyFauci #ThankYouDrFauci #OurVoiceOfReason #COVID #COVID19 #Covid_19 #Covid_19 #CoronaVirus #CoronaWarriors #CoronavirusUSA #TrumpVirus :microbe: HTTPURL,0.43090126
3,"Anthony S. Fauci, M.D.",@USER #COVID19 #SenateHearing We should ' pause ' Dr . #Fauci paycheck until the nation gets back to work .,0.42821836
3,"Anthony S. Fauci, M.D.",Live : Fauci and too health experts testifying on U . S . virus response #COVID19 HTTPURL,0.42614508
3,"Anthony S. Fauci, M.D.",New recommendation from Anthony Fauci . #coronavirus HTTPURL,0.42351168
3,"Anthony S. Fauci, M.D.",@USER It makes sense if you have a financial interest in the #COVID #vaccine ! #FauciFraud #Fauci,0.42284986
3,"Anthony S. Fauci, M.D."," You got to understand , you do n't make the timeline , the virus makes the timeline .  - Dr . Anthony Fauci #COVID19",0.41954854
3,"Anthony S. Fauci, M.D.",thank you Dr #Fauci 67 % of #Americans trust you . #FauciIsAHero only 33 % think @USER has handled the #coronavirus well .,0.41901928
3,"Anthony S. Fauci, M.D.","Dr . Fauci predicats another #coronavirus outbreak in the fall . Fortunately , the nation will be better prepared . @USER #covid-19 HTTPURL",0.41571525
3,"Anthony S. Fauci, M.D.",Interesting : HTTPURL #COVID19 #remdesivir #Fauci,0.4141158
3,"Anthony S. Fauci, M.D.","Alright , POTUS . Step aside and let Dr . Fauci on the mic . #CoronaVirusUpdate",0.41335952
3,"Anthony S. Fauci, M.D.","It 's been 2 months since Dr.Fauci briefed Trump and since then the US death toll has almost doubled ( 79,528 vs . 133,885 ) . Dr.Fauci is the leading infectious advisor in the country and served under 6 presidents ! #DrFauci #covid19 #ListenToFauci HTTPURL",0.41311824
3,"Anthony S. Fauci, M.D.","Shameful what Trump , WH and his cronies are doing to Dr . Fauci . @USER #IStandWithFauci #TrumpCoronavirusFailure #COVID19",0.41248915
3,"Anthony S. Fauci, M.D.",Dr . Fauci anticipates coronavirus outbreak in the fall #coronavirus HTTPURL,0.4118851
3,"Anthony S. Fauci, M.D.",Doctor Mike gets ... Dr . Fauci on the podcast ! #COVID19 HTTPURL,0.411616
3,"Anthony S. Fauci, M.D.",Dr Anthony Fauci said tonight  it 's UNFORTUNATE that #USA response to #coronavirus #COVID19 got off to a slow start  ... NO #DrFauci it 's not UNFORTUNATE it 's #Trump 's INCOMPETENCE ! !,0.4093384
3,"Anthony S. Fauci, M.D.","If the Idiot-in-Chief fires Dr . Fauci , we are all fucked ! #COVID19",0.40900996
3,"Anthony S. Fauci, M.D.",Fauci 's opinion and direction is all that matters right now . #Coronavirus,0.40786672
3,"Anthony S. Fauci, M.D."," The risk is not just isolated to you  Dr . #AnthonyFauci , director of the National Institute of Allergy and Infectious Diseases in the #US , explains the problem of transmission in a #pandemic . #coronavirus #Covid_19 HTTPURL",0.40747067
3,"Anthony S. Fauci, M.D.","Fauci recommends shutting down Arizona , Florida , and Texas . #covid19 #trump #fauci #mask HTTPURL",0.40722126
3,"Anthony S. Fauci, M.D.",#DrFauci #Covid_19 Dr . Fauci Says This Is Exactly Where the U . S . Went Wrong With COVID HTTPURL #SmartNews,0.40640092
3,"Anthony S. Fauci, M.D.", There will be a surprise outbreak  - Dr . #Fauci in 2017 . HTTPURL #COVID19 #Coronavirus #Fascism #Neoliberal,0.4062349
3,"Anthony S. Fauci, M.D.",Dr . Anthony #Fauci noted that a new mutation could spread the virus faster and make things much worse . #COVID19 #Health #PublicHealthCrisis HTTPURL,0.40507108
3,"Anthony S. Fauci, M.D.",@USER #StandWithFauci #COVID19 is real #TrustFauci,0.40324408
3,"Anthony S. Fauci, M.D."," Anthony Fauci , director of the National Institute of Allergy and Infectious Disease , recently estimated that between 25 % and 50 % of people infected with the coronavirus never show symptoms .  HTTPURL #coronavirus #Covid_19 #COVID19",0.40152997
3,"Anthony S. Fauci, M.D.","Dr . Anthony Fauci :  While wearing a mask is not  100 % effective , it is a valuable safeguard and shows  respect for another person  .  Please do wear a mask when out and about . HTTPURL #CoronaVirus #COVID19 #pandemic",0.40116042
3,"Anthony S. Fauci, M.D.",The Supreme Court has decided : Dr . #Fauci should grow a beard #COVID19,0.40021488
3,"Anthony S. Fauci, M.D.",The MVP 's during this are @USER & Dr.Fauci #DrFauci #GovCuomo #CVOID19 #CoronavirusPandemic #coronavirus #CoronavirusNewYork HTTPURL,0.39872664
3,"Anthony S. Fauci, M.D.",The House Energy and Commerce Committee 's #Covid19 hearing with Dr . Fauci and other top health officials is starting . What here : HTTPURL,0.39849028
3,"Anthony S. Fauci, M.D.",Dr Anthony Fauci missed retirement by about 4 months #COVID19,0.39813444
3,"Anthony S. Fauci, M.D.",#DrFauci #DrBirx @USER #COVID19 Please #SocialDistance during your daily news conferences .,0.39707977
3,"Anthony S. Fauci, M.D.",Lindsey Graham issues rare REBUKE off Trump as he defends Dr . Fauci over ... HTTPURL via @USER #COVID19 #Fauci,0.3965393
3,"Anthony S. Fauci, M.D.","When reporter asks Fauci about medical evidence of #hydroxychloroquine in #COVID19 , Trump steps in & says reporters have asked 15 times . Fauci stands there & does n't answer reporters .",0.39434662
3,"Anthony S. Fauci, M.D.",See the @USER paper Dr . Anthony Fauci highlighted to Congress to explain the importance of #Tcellimmunity — and other new #COVID19 research : HTTPURL,0.39051738
3,"Anthony S. Fauci, M.D.","“ The Trump administration has largely sought to ignore the pandemic . On Friday , the nation 's top infectious disease expert , Dr Anthony Fauci , told the Financial Times he had not directly briefed the president in two months . ” #ResignTrump #COVID19 #coronavirus",0.38607833
3,"Anthony S. Fauci, M.D.","@USER Salute and so much respect , Doc #COVID19 #coronavirus Dr . Fauci deserves respect and our attention #IMPOTUS does not",0.3859609
3,"Anthony S. Fauci, M.D.","#CoronavirusFactCheck From Dr . Fauci : There is still “ no definitely proven drug that is effective against this disease , ” despite Trump 's claims to the contrary . Anthony Fauci Debunks The Biggest #Coronavirus Myths #COVID19 #StayAtHomeAndStaySafe HTTPURL",0.38575634
3,"Anthony S. Fauci, M.D.","Anthony Fauci needs to be the person who gets in front of the camera every day . He 's honest , brilliant , and knows what he 's talking about . I 'm sure the obese tangerine will fire him by happy hour . #COVID #MorningJoe",0.38538924
3,"Anthony S. Fauci, M.D.",#CoronaVirusUpdate Dr . Fauci 's speaks with Congressional Black Caucus about health outcome disparities among African Americans,0.38470945
3,"Anthony S. Fauci, M.D.","Trump takes aim at Dr . Fauci , other medical experts as #COVID19 rages in US HTTPURL",0.38435784
3,"Anthony S. Fauci, M.D.","#BREAKING US gov't #Coronavirus Task Force presser : NIH 's Dr . Anthony #Fauci says  as sobering and as difficult as this is , what we are doing is making a difference .  Adds that #SocialDistancing needs to continue . #COVID19 #FlattenTheCurve #SlowTheSpread",0.3841758
3,"Anthony S. Fauci, M.D.",Where is Dr Fauci ? Where is Dr Fauci ? Where is Dr Fauci ? Where is Dr Fauci ? Where is Dr Fauci ? Where is Dr Fauci ? Where is Dr Fauci ? Where is Dr Fauci ? making trend worldwide :eyes: #DrFauci #coronavirus #COVID19 #PressConference HTTPURL,0.38350856
3,"Anthony S. Fauci, M.D.",The White House is trying to discredit #AnthonyFauci as the number of #coronavirus cases surge ... HTTPURL,0.3826823
3,"Anthony S. Fauci, M.D.","Dr . Fauci , whose guidance to President Trump has resulted in a near total lockdown of the country , recently published an editorial in New England Journal of Medicine that rightly points out serious flaws in his own doom-and-gloom #COVID-19 fatality projections .",0.38243678
3,"Anthony S. Fauci, M.D.","Preliminary results from a U . S . government trial showing that patients given remdesivir recovered 31 % faster than those given a placebo , were hailed by Dr . Anthony Fauci as “ highly significant . ” #COVID19 #COVID__19 HTTPURL",0.37982476
3,"Anthony S. Fauci, M.D.","Fauci says Americans should never shake hands again . But grabbing pussy still OK , ⁦ Trump ⁩ declares . #fauci ⁦ @USER ⁩ #coronavirus #corona #coronapocalypse #MeToo HTTPURL",0.37971878
3,"Anthony S. Fauci, M.D.","What Covid 19 stats are the truth ? One day Dr Fauci say the high end death rate is 100,000 ; the next day it 's 200,000 . Just give us the facts ! #Covid_19 # r . Anthony Fauci",0.3796336
3,"Anthony S. Fauci, M.D.",#Fauci highlights need for resources in minority communities hit harder by #Covid19 HTTPURL,0.37831733
